22:04:48.817425	0.10
22:04:48.850424	0.10
22:04:48.884465	0.10
22:04:48.918477	0.20
22:04:48.952477	0.20
22:04:48.986486	0.20
22:04:49.020479	0.15
22:04:49.054529	0.15
22:04:49.088530	0.15
22:04:49.123693	-0.12
22:04:49.156802	-0.12
22:04:49.190856	-0.22
22:04:49.224856	-0.22
22:04:49.258878	-0.22
22:04:49.293029	-0.26
22:04:49.327020	-0.26
22:04:49.361019	-0.26
22:04:49.394081	-0.13
22:04:49.428083	-0.13
22:04:49.463081	-0.02
22:04:49.497073	-0.02
22:04:49.531128	-0.02
22:04:49.564200	-0.02
22:04:49.598190	-0.02
22:04:49.633181	-0.02
22:04:49.667185	-0.02
22:04:49.701203	-0.02
22:04:49.734203	-0.02
22:04:49.768202	-0.01
22:04:49.803203	-0.01
22:04:49.836258	0.12
22:04:49.870320	0.12
22:04:49.904311	0.12
22:04:49.939311	0.33
22:04:49.974311	0.33
22:04:50.007367	0.33
22:04:50.041420	0.44
22:04:50.075419	0.44
22:04:50.109422	0.53
22:04:50.143471	0.53
22:04:50.177527	0.53
22:04:50.211585	0.64
22:04:50.245583	0.64
22:04:50.279703	0.64
22:04:50.314711	0.78
22:04:50.348828	0.78
22:04:50.382469	0.97
22:04:50.416582	0.97
22:04:50.451579	0.97
22:04:50.485580	1.17
22:04:50.519580	1.17
22:04:50.553644	1.17
22:04:50.587636	1.35
22:04:50.620699	1.35
22:04:50.655701	1.57
22:04:50.689689	1.57
22:04:50.723689	1.57
22:04:50.756691	1.81
22:04:50.791698	1.81
22:04:50.826801	1.81
22:04:50.860801	1.87
22:04:50.894801	1.87
22:04:50.927801	1.87
22:04:50.962802	1.79
22:04:50.997862	1.79
22:04:51.031922	1.48
22:04:51.066029	1.48
22:04:51.099028	1.48
22:04:51.133179	1.42
22:04:51.168235	1.42
22:04:51.201245	1.42
22:04:51.235236	1.68
22:04:51.269291	1.68
22:04:51.304311	1.99
22:04:51.338362	1.99
22:04:51.372371	1.99
22:04:51.406419	2.26
22:04:51.440481	2.26
22:04:51.474634	2.26
22:04:51.509684	2.31
22:04:51.543707	2.31
22:04:51.577694	2.29
22:04:51.610704	2.29
22:04:51.644696	2.29
22:04:51.679695	2.26
22:04:51.713695	2.26
22:04:51.747694	2.26
22:04:51.780864	1.97
