Filename,Width (mm),Height (mm),Width (px),Height (px)
16-45-53-470.png,0,0,0,0
16-45-53-511.png,0,0,0,0
16-45-53-554.png,0,0,0,0
16-45-53-600.png,0,0,0,0
16-45-53-644.png,0,0,0,0
16-45-53-689.png,0,0,0,0
16-45-53-733.png,0,0,0,0
16-45-53-766.png,0,0,0,0
16-45-53-813.png,0,0,0,0
16-45-53-857.png,0,0,0,0
16-45-53-901.png,0,0,0,0
16-45-53-944.png,0,0,0,0
16-45-53-991.png,0,0,0,0
16-45-54-034.png,0,0,0,0
16-45-54-077.png,0,0,0,0
16-45-54-124.png,0,0,0,0
16-45-54-158.png,0,0,0,0
16-45-54-201.png,0,0,0,0
16-45-54-249.png,0,0,0,0
16-45-54-306.png,0,0,0,0
16-45-54-356.png,0,0,0,0
16-45-54-401.png,0,0,0,0
16-45-54-446.png,0,0,0,0
16-45-54-488.png,0,0,0,0
16-45-54-534.png,0,0,0,0
16-45-54-578.png,0,0,0,0
16-45-54-622.png,0,0,0,0
16-45-54-668.png,0,0,0,0
16-45-54-714.png,0,0,0,0
16-45-54-756.png,0,0,0,0
16-45-54-802.png,0,0,0,0
16-45-54-845.png,0,0,0,0
16-45-54-891.png,0,0,0,0
16-45-54-936.png,0,0,0,0
16-45-54-979.png,0,0,0,0
16-45-55-028.png,0,0,0,0
16-45-55-072.png,0,0,0,0
16-45-55-110.png,0,0,0,0
16-45-55-160.png,0,0,0,0
16-45-55-203.png,0,0,0,0
16-45-55-245.png,0,0,0,0
16-45-55-291.png,0,0,0,0
16-45-55-334.png,0,0,0,0
16-45-55-378.png,0,0,0,0
16-45-55-424.png,0,0,0,0
16-45-55-459.png,0,0,0,0
16-45-55-501.png,0,0,0,0
16-45-55-544.png,0,0,0,0
16-45-55-591.png,0,0,0,0
16-45-55-634.png,0,0,0,0
16-45-55-680.png,0,0,0,0
16-45-55-723.png,0,0,0,0
16-45-55-768.png,0,0,0,0
16-45-55-815.png,0,0,0,0
16-45-55-856.png,0,0,0,0
16-45-55-902.png,0,0,0,0
16-45-55-947.png,0,0,0,0
16-45-55-985.png,0,0,0,0
16-45-56-023.png,0,0,0,0
16-45-56-069.png,4.866412213740459,6.536259541984733,102,137
